0	6
1	6
2	6
3	6
4	5
5	6
6	1
7	6
8	1
9	2
10	1
11	1
12	1
13	6
14	1
15	6
16	6
17	1
18	6
19	1
20	2
21	6
22	2
23	13
24	1
25	6
26	1
27	1
28	1
29	1
30	1
31	2
32	1
33	6
34	1
35	2
36	6
37	6
38	1
39	1
40	3
41	6
42	1
43	1
44	6
45	1
46	1
47	11
48	1
49	6
50	1
51	1
52	1
53	1
54	6
55	6
56	6
57	6
58	1
59	1
60	1
61	6
62	11
63	1
64	1
65	6
66	1
67	1
68	1
69	6
70	1
71	2
72	1
73	1
74	6
75	3
76	2
77	6
78	1
79	6
80	6
81	2
82	6
83	1
84	2
85	1
86	6
87	1
88	1
89	1
90	2
91	1
92	3
93	12
94	6
95	1
96	1
97	2
98	1
99	6
100	6
101	2
102	1
103	1
104	6
105	1
106	1
107	13
108	1
109	2
110	21
111	2
112	1
113	1
114	1
115	1
116	1
117	1
118	6
119	1
120	1
121	1
122	1
123	2
124	1
125	11
126	6
127	2
128	1
129	6
130	6
131	6
132	2
133	22
134	6
135	1
136	1
137	13
138	1
139	19
140	1
141	1
142	2
143	10
144	1
145	16
146	2
147	3
148	18
149	28
150	1
151	1
152	17
153	6
154	1
155	9
156	6
157	6
158	6
159	2
160	1
161	6
162	2
163	6
164	1
165	2
166	1
167	1
168	1
169	2
170	1
171	5
172	1
173	1
174	1
175	6
176	6
177	6
178	13
179	1
180	1
181	6
182	1
183	6
184	1
185	1
186	1
187	11
188	6
189	6
190	6
191	1
192	14
193	6
194	1
195	2
196	1
197	6
198	1
199	1
200	1
201	6
202	1
203	6
204	6
205	6
206	1
207	1
208	6
209	2
210	20
211	13
212	6
213	6
214	6
215	1
216	6
217	6
218	1
219	1
220	13
221	1
222	1
223	2
224	1
225	1
226	1
227	6
228	6
229	1
230	1
231	1
232	1
233	6
234	11
235	6
236	6
237	2
238	1
239	2
240	2
241	2
242	1
243	1
244	2
245	1
246	6
247	11
248	1
249	6
250	1
251	3
252	1
253	6
254	6
255	6
256	1
257	1
258	1
259	1
260	1
261	6
262	6
263	6
264	6
265	13
266	1
267	2
268	1
269	2
270	2
271	6
272	1
273	1
274	6
275	6
276	1
277	6
278	1
279	6
280	1
281	1
282	6
283	6
284	6
285	6
286	1
287	1
288	6
289	1
290	6
291	3
292	6
293	6
294	1
295	6
296	6
297	6
298	1
299	6
300	6
301	6
302	6
303	6
304	6
305	6
306	1
307	6
308	6
309	1
310	1
311	6
312	1
313	6
314	6
315	6
316	6
317	6
318	6
319	6
320	6
321	1
322	6
323	1
324	13
325	1
326	1
327	6
328	6
329	6
330	6
331	1
332	6
333	6
334	7
335	6
336	3
337	23
338	1
339	6
340	6
341	1
342	2
343	6
344	2
345	1
346	2
347	5
348	6
349	6
350	11
351	1
352	6
353	1
354	1
355	6
356	8
357	1
358	1
359	1
360	6
361	1
362	6
363	6
364	6
365	1
366	2
367	1
368	1
369	3
370	11
371	6
372	2
373	2
374	2
375	1
376	1
377	2
378	1
379	1
380	1
381	6
382	1
383	6
384	6
385	6
386	6
387	11
388	6
389	2
390	13
391	6
392	1
393	6
394	1
395	13
396	2
397	1
398	1
399	4
400	6
401	1
402	2
403	6
404	1
405	1
406	2
407	1
408	2
409	6
410	6
411	1
412	1
413	1
414	6
415	2
416	6
417	6
418	2
419	5
420	13
421	24
422	1
423	2
424	6
425	1
426	6
427	1
428	15
429	1
430	6
431	6
432	6
433	2
434	6
435	1
436	1
437	6
438	1
439	1
440	6
441	1
442	1
443	1
444	1
445	1
446	6
447	1
448	3
449	27
450	13
451	1
452	1
453	1
454	1
455	1
456	26
457	1
458	1
459	1
460	1
461	13
462	2
463	11
464	1
465	1
466	1
467	6
468	1
469	6
470	1
471	1
472	1
473	1
474	1
475	6
476	1
477	2
478	6
479	1
480	1
481	2
482	1
483	11
484	1
485	6
486	1
487	2
488	6
489	1
490	13
491	1
492	6
493	6
494	2
495	1
496	1
497	6
498	1
499	2
500	1
501	3
502	1
503	1
504	1
505	1
506	1
507	6
508	6
509	1
510	1
511	1
512	1
513	2
514	6
515	1
516	1
517	1
518	2
519	2
520	2
521	2
522	2
523	1
524	1
525	2
526	1
527	6
528	1
529	2
530	1
531	1
532	1
533	6
534	1
535	2
536	5
537	1
538	1
539	6
540	1
541	6
542	6
543	6
544	6
545	25
546	1
547	1
548	1
549	1
550	6
551	6
552	1
553	2
554	29
555	1
556	1
557	1
558	1
559	2
560	6
561	1
562	6
563	1
564	1
565	1
566	1
567	1
568	6
569	1
570	1
571	6
572	6
573	1
574	1
575	1
576	1
577	1
578	1
579	6
580	1
581	2
582	1
583	13
584	1
585	1
586	1
587	1
588	6
589	6
590	6
591	1
592	6
593	6
594	1
595	6
596	1
597	1
598	1
599	6
600	6
601	1
602	6
603	1
604	6
605	6
606	6
607	6
608	6
609	6
610	1
611	1
612	2
613	1
614	2
615	6
616	6
617	1
618	1
619	1
620	6
621	1
622	1
623	1
624	2
625	6
626	1
627	1
628	6
629	6
630	1
631	2
632	1
633	2
634	1
635	6
636	2
637	2
638	6
639	1
640	6
641	1
642	2
643	1
644	1
